No;Datetime [local time]Europe/Berlin;Datetime [UTC];P1 [bar] - 205309-100mH2O;TOB1 [°C] - 205309-100mH2O;Conductivity raw [mS/cm] - 205309-100mH2O
47;2025-08-23 08:30:46.000;2025-08-23T06:30:46.000Z;0.772109985;14.53955078;0.000355311
48;2025-08-23 08:30:47.000;2025-08-23T06:30:47.000Z;0.771896362;14.53955078;0.000344865
49;2025-08-23 08:30:48.000;2025-08-23T06:30:48.000Z;0.772109985;14.53955078;0.000355311
50;2025-08-23 08:30:49.000;2025-08-23T06:30:49.000Z;0.771896362;14.53955078;0.000344865
51;2025-08-23 08:30:50.000;2025-08-23T06:30:50.000Z;0.772109985;14.53955078;0.000344865
52;2025-08-23 08:30:51.000;2025-08-23T06:30:51.000Z;0.771896362;14.53955078;0.000344865
53;2025-08-23 08:30:52.000;2025-08-23T06:30:52.000Z;0.771896362;14.52246094;0.000355311
54;2025-08-23 08:30:53.000;2025-08-23T06:30:53.000Z;0.772109985;14.52246094;0.000355311
55;2025-08-23 08:30:54.000;2025-08-23T06:30:54.000Z;0.771896362;14.52246094;0.000355311
56;2025-08-23 08:30:55.000;2025-08-23T06:30:55.000Z;0.771682739;14.53955078;0.000344865
57;2025-08-23 08:30:56.000;2025-08-23T06:30:56.000Z;0.772109985;14.52246094;0.000344865
58;2025-08-23 08:30:57.000;2025-08-23T06:30:57.000Z;0.772109985;14.52246094;0.000344865
59;2025-08-23 08:30:58.000;2025-08-23T06:30:58.000Z;0.771682739;14.52246094;0.000344865
60;2025-08-23 08:30:59.000;2025-08-23T06:30:59.000Z;0.772109985;14.52246094;0.000344865
61;2025-08-23 08:31:00.000;2025-08-23T06:31:00.000Z;0.772109985;14.52246094;0.000344865
62;2025-08-23 08:31:01.000;2025-08-23T06:31:01.000Z;0.771896362;14.52246094;0.000344865
63;2025-08-23 08:31:02.000;2025-08-23T06:31:02.000Z;0.772109985;14.52246094;0.000344865
64;2025-08-23 08:31:03.000;2025-08-23T06:31:03.000Z;0.772323608;14.52246094;0.000344865
65;2025-08-23 08:31:04.000;2025-08-23T06:31:04.000Z;0.771682739;14.52246094;0.000344865
66;2025-08-23 08:31:05.000;2025-08-23T06:31:05.000Z;0.771911621;14.52246094;0.000344865
67;2025-08-23 08:31:06.000;2025-08-23T06:31:06.000Z;0.771911621;14.50439453;0.000344865
68;2025-08-23 08:31:07.000;2025-08-23T06:31:07.000Z;0.771911621;14.52246094;0.000344865
69;2025-08-23 08:31:08.000;2025-08-23T06:31:08.000Z;0.772323608;14.50439453;0.000344865
70;2025-08-23 08:31:09.000;2025-08-23T06:31:09.000Z;0.772125244;14.50439453;0.000355311
71;2025-08-23 08:31:10.000;2025-08-23T06:31:10.000Z;0.771911621;14.50439453;0.000344865
72;2025-08-23 08:31:11.000;2025-08-23T06:31:11.000Z;0.771911621;14.50439453;0.000344865
73;2025-08-23 08:31:12.000;2025-08-23T06:31:12.000Z;0.771697998;14.50439453;0.000344865
74;2025-08-23 08:31:13.000;2025-08-23T06:31:13.000Z;0.772125244;14.48730469;0.000355311
75;2025-08-23 08:31:14.000;2025-08-23T06:31:14.000Z;0.772125244;14.48730469;0.000344865
76;2025-08-23 08:31:15.000;2025-08-23T06:31:15.000Z;0.772125244;14.50439453;0.000344865
77;2025-08-23 08:31:16.000;2025-08-23T06:31:16.000Z;0.771713257;14.48730469;0.000355311
78;2025-08-23 08:31:17.000;2025-08-23T06:31:17.000Z;0.771911621;14.48730469;0.000344865
79;2025-08-23 08:31:18.000;2025-08-23T06:31:18.000Z;0.771499634;14.46923828;0.000355311
80;2025-08-23 08:31:19.000;2025-08-23T06:31:19.000Z;0.771911621;14.48730469;0.000344865
81;2025-08-23 08:31:20.000;2025-08-23T06:31:20.000Z;0.771911621;14.48730469;0.000344865
82;2025-08-23 08:31:21.000;2025-08-23T06:31:21.000Z;0.771911621;14.48730469;0.000355311
83;2025-08-23 08:31:22.000;2025-08-23T06:31:22.000Z;0.772125244;14.46923828;0.000344865
84;2025-08-23 08:31:23.000;2025-08-23T06:31:23.000Z;0.77255249;14.48730469;0.000344865
85;2025-08-23 08:31:24.000;2025-08-23T06:31:24.000Z;0.772338867;14.48730469;0.000344865
86;2025-08-23 08:31:25.000;2025-08-23T06:31:25.000Z;0.772155762;14.46923828;0.000344865
87;2025-08-23 08:31:26.000;2025-08-23T06:31:26.000Z;0.771942139;14.46923828;0.000344865
88;2025-08-23 08:31:27.000;2025-08-23T06:31:27.000Z;0.771942139;14.46923828;0.000355311
89;2025-08-23 08:31:28.000;2025-08-23T06:31:28.000Z;0.772155762;14.46923828;0.000355311
90;2025-08-23 08:31:29.000;2025-08-23T06:31:29.000Z;0.772155762;14.45166016;0.000344865
91;2025-08-23 08:31:30.000;2025-08-23T06:31:30.000Z;0.772369385;14.45166016;0.000355311
92;2025-08-23 08:31:31.000;2025-08-23T06:31:31.000Z;0.772369385;14.45166016;0.000355311
93;2025-08-23 08:31:32.000;2025-08-23T06:31:32.000Z;0.771942139;14.45166016;0.000344865
94;2025-08-23 08:31:33.000;2025-08-23T06:31:33.000Z;0.771728516;14.45166016;0.000344865
95;2025-08-23 08:31:34.000;2025-08-23T06:31:34.000Z;0.771514893;14.43457031;0.000355311
96;2025-08-23 08:31:35.000;2025-08-23T06:31:35.000Z;0.77154541;14.43457031;0.000344865
97;2025-08-23 08:31:36.000;2025-08-23T06:31:36.000Z;0.771759033;14.45166016;0.000355311
98;2025-08-23 08:31:37.000;2025-08-23T06:31:37.000Z;0.771759033;14.45166016;0.000355311
99;2025-08-23 08:31:38.000;2025-08-23T06:31:38.000Z;0.771759033;14.43457031;0.000355311
100;2025-08-23 08:31:39.000;2025-08-23T06:31:39.000Z;0.771957397;14.43457031;0.000355311
101;2025-08-23 08:31:40.000;2025-08-23T06:31:40.000Z;0.771759033;14.43457031;0.000344865
102;2025-08-23 08:31:41.000;2025-08-23T06:31:41.000Z;0.772171021;14.43457031;0.000355311
103;2025-08-23 08:31:42.000;2025-08-23T06:31:42.000Z;0.772171021;14.43457031;0.000355311
104;2025-08-23 08:31:43.000;2025-08-23T06:31:43.000Z;0.772171021;14.43457031;0.000355311
105;2025-08-23 08:31:44.000;2025-08-23T06:31:44.000Z;0.771957397;14.43457031;0.000355311
106;2025-08-23 08:31:45.000;2025-08-23T06:31:45.000Z;0.772171021;14.43457031;0.000344865
107;2025-08-23 08:31:46.000;2025-08-23T06:31:46.000Z;0.772598267;14.41650391;0.000355311
108;2025-08-23 08:31:47.000;2025-08-23T06:31:47.000Z;0.772384644;14.41650391;0.000344865
109;2025-08-23 08:31:48.000;2025-08-23T06:31:48.000Z;0.772384644;14.39941406;0.000344865
110;2025-08-23 08:31:49.000;2025-08-23T06:31:49.000Z;0.772384644;14.39941406;0.000344865
111;2025-08-23 08:31:50.000;2025-08-23T06:31:50.000Z;0.772171021;14.41650391;0.000344865
112;2025-08-23 08:31:51.000;2025-08-23T06:31:51.000Z;0.771957397;14.39941406;0.000344865
113;2025-08-23 08:31:52.000;2025-08-23T06:31:52.000Z;0.772171021;14.39941406;0.000355311
114;2025-08-23 08:31:53.000;2025-08-23T06:31:53.000Z;0.771759033;14.39941406;0.000344865
115;2025-08-23 08:31:54.000;2025-08-23T06:31:54.000Z;0.77154541;14.39941406;0.000355311
116;2025-08-23 08:31:55.000;2025-08-23T06:31:55.000Z;0.771575928;14.38183594;0.000355311
117;2025-08-23 08:31:56.000;2025-08-23T06:31:56.000Z;0.772201538;14.38183594;0.000344865
118;2025-08-23 08:31:57.000;2025-08-23T06:31:57.000Z;0.772201538;14.38183594;0.000355311
119;2025-08-23 08:31:58.000;2025-08-23T06:31:58.000Z;0.772003174;14.38183594;0.000355311
120;2025-08-23 08:31:59.000;2025-08-23T06:31:59.000Z;0.772201538;14.38183594;0.000344865
121;2025-08-23 08:32:00.000;2025-08-23T06:32:00.000Z;0.772415161;14.39941406;0.000355311
122;2025-08-23 08:32:01.000;2025-08-23T06:32:01.000Z;0.772201538;14.38183594;0.000355311
123;2025-08-23 08:32:02.000;2025-08-23T06:32:02.000Z;0.771575928;14.38183594;0.000344865
124;2025-08-23 08:32:03.000;2025-08-23T06:32:03.000Z;0.772201538;14.36376953;0.000344865
125;2025-08-23 08:32:04.000;2025-08-23T06:32:04.000Z;0.772201538;14.38183594;0.000344865
126;2025-08-23 08:32:05.000;2025-08-23T06:32:05.000Z;0.772216797;14.36376953;0.000344865
127;2025-08-23 08:32:06.000;2025-08-23T06:32:06.000Z;0.77243042;14.36376953;0.000344865
128;2025-08-23 08:32:07.000;2025-08-23T06:32:07.000Z;0.772644043;14.36376953;0.000355311
129;2025-08-23 08:32:08.000;2025-08-23T06:32:08.000Z;0.772644043;14.36376953;0.000344865
130;2025-08-23 08:32:09.000;2025-08-23T06:32:09.000Z;0.772644043;14.36376953;0.000344865
131;2025-08-23 08:32:10.000;2025-08-23T06:32:10.000Z;0.77243042;14.34716797;0.000344865
132;2025-08-23 08:32:11.000;2025-08-23T06:32:11.000Z;0.772216797;14.34716797;0.000344865
133;2025-08-23 08:32:12.000;2025-08-23T06:32:12.000Z;0.772216797;14.34716797;0.000344865
134;2025-08-23 08:32:13.000;2025-08-23T06:32:13.000Z;0.77243042;14.32910156;0.000344865
135;2025-08-23 08:32:14.000;2025-08-23T06:32:14.000Z;0.772644043;14.34716797;0.000344865
136;2025-08-23 08:32:15.000;2025-08-23T06:32:15.000Z;0.772232056;14.34716797;0.000344865
137;2025-08-23 08:32:16.000;2025-08-23T06:32:16.000Z;0.772018433;14.34716797;0.000344865
138;2025-08-23 08:32:17.000;2025-08-23T06:32:17.000Z;0.772445679;14.34716797;0.000355311
139;2025-08-23 08:32:18.000;2025-08-23T06:32:18.000Z;0.771591187;14.34716797;0.000344865
140;2025-08-23 08:32:19.000;2025-08-23T06:32:19.000Z;0.772659302;14.32910156;0.000344865
141;2025-08-23 08:32:20.000;2025-08-23T06:32:20.000Z;0.772857666;14.32910156;0.000344865
142;2025-08-23 08:32:21.000;2025-08-23T06:32:21.000Z;0.772857666;14.32910156;0.000355311
143;2025-08-23 08:32:22.000;2025-08-23T06:32:22.000Z;0.772857666;14.32910156;0.000344865
144;2025-08-23 08:32:23.000;2025-08-23T06:32:23.000Z;0.772857666;14.32910156;0.000344865
145;2025-08-23 08:32:24.000;2025-08-23T06:32:24.000Z;0.773071289;14.32910156;0.000344865
146;2025-08-23 08:32:25.000;2025-08-23T06:32:25.000Z;0.772674561;14.31103516;0.000355311
147;2025-08-23 08:32:26.000;2025-08-23T06:32:26.000Z;0.773101807;14.31103516;0.000355311
148;2025-08-23 08:32:27.000;2025-08-23T06:32:27.000Z;0.773101807;14.32910156;0.000344865
149;2025-08-23 08:32:28.000;2025-08-23T06:32:28.000Z;0.772674561;14.31103516;0.000344865
150;2025-08-23 08:32:29.000;2025-08-23T06:32:29.000Z;0.772888184;14.31103516;0.000355311
151;2025-08-23 08:32:30.000;2025-08-23T06:32:30.000Z;0.772888184;14.31103516;0.000355311
152;2025-08-23 08:32:31.000;2025-08-23T06:32:31.000Z;0.772460938;14.29443359;0.000355311
153;2025-08-23 08:32:32.000;2025-08-23T06:32:32.000Z;0.772460938;14.29443359;0.000355311
154;2025-08-23 08:32:33.000;2025-08-23T06:32:33.000Z;0.772888184;14.29443359;0.000355311
155;2025-08-23 08:32:34.000;2025-08-23T06:32:34.000Z;0.772888184;14.29443359;0.000355311
156;2025-08-23 08:32:35.000;2025-08-23T06:32:35.000Z;0.772689819;14.29443359;0.000344865
157;2025-08-23 08:32:36.000;2025-08-23T06:32:36.000Z;0.772903442;14.29443359;0.000355311
158;2025-08-23 08:32:37.000;2025-08-23T06:32:37.000Z;0.772903442;14.29443359;0.000344865
159;2025-08-23 08:32:38.000;2025-08-23T06:32:38.000Z;0.773117065;14.29443359;0.000344865
160;2025-08-23 08:32:39.000;2025-08-23T06:32:39.000Z;0.773117065;14.27636719;0.000355311
161;2025-08-23 08:32:40.000;2025-08-23T06:32:40.000Z;0.772903442;14.29443359;0.000344865
162;2025-08-23 08:32:41.000;2025-08-23T06:32:41.000Z;0.772689819;14.27636719;0.000355311
163;2025-08-23 08:32:42.000;2025-08-23T06:32:42.000Z;0.772476196;14.27636719;0.000355311
164;2025-08-23 08:32:43.000;2025-08-23T06:32:43.000Z;0.772903442;14.27636719;0.000355311
165;2025-08-23 08:32:44.000;2025-08-23T06:32:44.000Z;0.772903442;14.27636719;0.000355311
166;2025-08-23 08:32:45.000;2025-08-23T06:32:45.000Z;0.772705078;14.25927734;0.000355311
167;2025-08-23 08:32:46.000;2025-08-23T06:32:46.000Z;0.773132324;14.27636719;0.000355311
168;2025-08-23 08:32:47.000;2025-08-23T06:32:47.000Z;0.773345947;14.25927734;0.000355311
169;2025-08-23 08:32:48.000;2025-08-23T06:32:48.000Z;0.772918701;14.25927734;0.000344865
170;2025-08-23 08:32:49.000;2025-08-23T06:32:49.000Z;0.772918701;14.25927734;0.000344865
171;2025-08-23 08:32:50.000;2025-08-23T06:32:50.000Z;0.772918701;14.25927734;0.000344865
172;2025-08-23 08:32:51.000;2025-08-23T06:32:51.000Z;0.773132324;14.25927734;0.000344865
173;2025-08-23 08:32:52.000;2025-08-23T06:32:52.000Z;0.773132324;14.24169922;0.000344865
174;2025-08-23 08:32:53.000;2025-08-23T06:32:53.000Z;0.772705078;14.25927734;0.000355311
175;2025-08-23 08:32:54.000;2025-08-23T06:32:54.000Z;0.772491455;14.25927734;0.000344865
176;2025-08-23 08:32:55.000;2025-08-23T06:32:55.000Z;0.772918701;14.25927734;0.000344865
177;2025-08-23 08:32:56.000;2025-08-23T06:32:56.000Z;0.773132324;14.24169922;0.000344865
178;2025-08-23 08:32:57.000;2025-08-23T06:32:57.000Z;0.773132324;14.24169922;0.000355311
179;2025-08-23 08:32:58.000;2025-08-23T06:32:58.000Z;0.773132324;14.24169922;0.000344865
180;2025-08-23 08:32:59.000;2025-08-23T06:32:59.000Z;0.772918701;14.24169922;0.000344865
181;2025-08-23 08:33:00.000;2025-08-23T06:33:00.000Z;0.773345947;14.24169922;0.000355311
182;2025-08-23 08:33:01.000;2025-08-23T06:33:01.000Z;0.77355957;14.22412109;0.000344865
183;2025-08-23 08:33:02.000;2025-08-23T06:33:02.000Z;0.773132324;14.22412109;0.000344865
184;2025-08-23 08:33:03.000;2025-08-23T06:33:03.000Z;0.772918701;14.22412109;0.000344865
185;2025-08-23 08:33:04.000;2025-08-23T06:33:04.000Z;0.773132324;14.22412109;0.000344865
186;2025-08-23 08:33:05.000;2025-08-23T06:33:05.000Z;0.772949219;14.22412109;0.000355311
187;2025-08-23 08:33:06.000;2025-08-23T06:33:06.000Z;0.773361206;14.22412109;0.000344865
188;2025-08-23 08:33:07.000;2025-08-23T06:33:07.000Z;0.772735596;14.20605469;0.000355311
189;2025-08-23 08:33:08.000;2025-08-23T06:33:08.000Z;0.773147583;14.20605469;0.000344865
190;2025-08-23 08:33:09.000;2025-08-23T06:33:09.000Z;0.773361206;14.20605469;0.000344865
191;2025-08-23 08:33:10.000;2025-08-23T06:33:10.000Z;0.773361206;14.20605469;0.000355311
192;2025-08-23 08:33:11.000;2025-08-23T06:33:11.000Z;0.773361206;14.20605469;0.000344865
193;2025-08-23 08:33:12.000;2025-08-23T06:33:12.000Z;0.773361206;14.20605469;0.000344865
194;2025-08-23 08:33:13.000;2025-08-23T06:33:13.000Z;0.773574829;14.20605469;0.000344865
195;2025-08-23 08:33:14.000;2025-08-23T06:33:14.000Z;0.773574829;14.20605469;0.000344865
196;2025-08-23 08:33:15.000;2025-08-23T06:33:15.000Z;0.773605347;14.18896484;0.000355311
197;2025-08-23 08:33:16.000;2025-08-23T06:33:16.000Z;0.773605347;14.18896484;0.000355311
198;2025-08-23 08:33:17.000;2025-08-23T06:33:17.000Z;0.773605347;14.18896484;0.000355311
199;2025-08-23 08:33:18.000;2025-08-23T06:33:18.000Z;0.773605347;14.20605469;0.000344865
200;2025-08-23 08:33:19.000;2025-08-23T06:33:19.000Z;0.77381897;14.18896484;0.000344865
201;2025-08-23 08:33:20.000;2025-08-23T06:33:20.000Z;0.773605347;14.18896484;0.000355311
202;2025-08-23 08:33:21.000;2025-08-23T06:33:21.000Z;0.773605347;14.18896484;0.000344865
203;2025-08-23 08:33:22.000;2025-08-23T06:33:22.000Z;0.773605347;14.18896484;0.000355311
204;2025-08-23 08:33:23.000;2025-08-23T06:33:23.000Z;0.773605347;14.18896484;0.000355311
205;2025-08-23 08:33:24.000;2025-08-23T06:33:24.000Z;0.773605347;14.18896484;0.000355311
206;2025-08-23 08:33:25.000;2025-08-23T06:33:25.000Z;0.77381897;14.17138672;0.000344865
207;2025-08-23 08:33:26.000;2025-08-23T06:33:26.000Z;0.773406982;14.17138672;0.000344865
208;2025-08-23 08:33:27.000;2025-08-23T06:33:27.000Z;0.773605347;14.17138672;0.000344865
209;2025-08-23 08:33:28.000;2025-08-23T06:33:28.000Z;0.77381897;14.17138672;0.000344865
210;2025-08-23 08:33:29.000;2025-08-23T06:33:29.000Z;0.773193359;14.17138672;0.000344865
211;2025-08-23 08:33:30.000;2025-08-23T06:33:30.000Z;0.773605347;14.17138672;0.000355311
212;2025-08-23 08:33:31.000;2025-08-23T06:33:31.000Z;0.77381897;14.17138672;0.000344865
213;2025-08-23 08:33:32.000;2025-08-23T06:33:32.000Z;0.774032593;14.15380859;0.000344865
214;2025-08-23 08:33:33.000;2025-08-23T06:33:33.000Z;0.774032593;14.15380859;0.000344865
215;2025-08-23 08:33:34.000;2025-08-23T06:33:34.000Z;0.774032593;14.15380859;0.000344865
216;2025-08-23 08:33:35.000;2025-08-23T06:33:35.000Z;0.773834229;14.15380859;0.000344865
217;2025-08-23 08:33:36.000;2025-08-23T06:33:36.000Z;0.774047852;14.13574219;0.000355311
218;2025-08-23 08:33:37.000;2025-08-23T06:33:37.000Z;0.774047852;14.15380859;0.000355311
219;2025-08-23 08:33:38.000;2025-08-23T06:33:38.000Z;0.773620605;14.15380859;0.000344865
220;2025-08-23 08:33:39.000;2025-08-23T06:33:39.000Z;0.773406982;14.13574219;0.000344865
221;2025-08-23 08:33:40.000;2025-08-23T06:33:40.000Z;0.773193359;14.13574219;0.000355311
222;2025-08-23 08:33:41.000;2025-08-23T06:33:41.000Z;0.773620605;14.13574219;0.000344865
223;2025-08-23 08:33:42.000;2025-08-23T06:33:42.000Z;0.773834229;14.13574219;0.000344865
224;2025-08-23 08:33:43.000;2025-08-23T06:33:43.000Z;0.773620605;14.13574219;0.000344865
225;2025-08-23 08:33:44.000;2025-08-23T06:33:44.000Z;0.773834229;14.13574219;0.000344865
226;2025-08-23 08:33:45.000;2025-08-23T06:33:45.000Z;0.773849487;14.13574219;0.000344865
227;2025-08-23 08:33:46.000;2025-08-23T06:33:46.000Z;0.77406311;14.11914062;0.000344865
228;2025-08-23 08:33:47.000;2025-08-23T06:33:47.000Z;0.77406311;14.11914062;0.000344865
229;2025-08-23 08:33:48.000;2025-08-23T06:33:48.000Z;0.77406311;14.11914062;0.000344865
230;2025-08-23 08:33:49.000;2025-08-23T06:33:49.000Z;0.773849487;14.11914062;0.000344865
231;2025-08-23 08:33:50.000;2025-08-23T06:33:50.000Z;0.773849487;14.11914062;0.000344865
232;2025-08-23 08:33:51.000;2025-08-23T06:33:51.000Z;0.774261475;14.10058594;0.000355311
233;2025-08-23 08:33:52.000;2025-08-23T06:33:52.000Z;0.77406311;14.10058594;0.000344865
234;2025-08-23 08:33:53.000;2025-08-23T06:33:53.000Z;0.77406311;14.10058594;0.000344865
235;2025-08-23 08:33:54.000;2025-08-23T06:33:54.000Z;0.77406311;14.11914062;0.000344865
236;2025-08-23 08:33:55.000;2025-08-23T06:33:55.000Z;0.774078369;14.10058594;0.000355311
237;2025-08-23 08:33:56.000;2025-08-23T06:33:56.000Z;0.774291992;14.10058594;0.000355311
238;2025-08-23 08:33:57.000;2025-08-23T06:33:57.000Z;0.774291992;14.10058594;0.000355311
239;2025-08-23 08:33:58.000;2025-08-23T06:33:58.000Z;0.774291992;14.10058594;0.000344865
240;2025-08-23 08:33:59.000;2025-08-23T06:33:59.000Z;0.774078369;14.10058594;0.000355311
241;2025-08-23 08:34:00.000;2025-08-23T06:34:00.000Z;0.774505615;14.08349609;0.000355311
242;2025-08-23 08:34:01.000;2025-08-23T06:34:01.000Z;0.774291992;14.08349609;0.000355311
243;2025-08-23 08:34:02.000;2025-08-23T06:34:02.000Z;0.774078369;14.08349609;0.000344865
244;2025-08-23 08:34:03.000;2025-08-23T06:34:03.000Z;0.774291992;14.08349609;0.000344865
245;2025-08-23 08:34:04.000;2025-08-23T06:34:04.000Z;0.774078369;14.08349609;0.000355311
246;2025-08-23 08:34:05.000;2025-08-23T06:34:05.000Z;0.773880005;14.08349609;0.000344865
247;2025-08-23 08:34:06.000;2025-08-23T06:34:06.000Z;0.774093628;14.06640625;0.000355311
248;2025-08-23 08:34:07.000;2025-08-23T06:34:07.000Z;0.773452759;14.06640625;0.000344865
249;2025-08-23 08:34:08.000;2025-08-23T06:34:08.000Z;0.773452759;14.06640625;0.000344865
250;2025-08-23 08:34:09.000;2025-08-23T06:34:09.000Z;0.774093628;14.06640625;0.000344865
251;2025-08-23 08:34:10.000;2025-08-23T06:34:10.000Z;0.773666382;14.06640625;0.000355311
252;2025-08-23 08:34:11.000;2025-08-23T06:34:11.000Z;0.773452759;14.06640625;0.000355311
253;2025-08-23 08:34:12.000;2025-08-23T06:34:12.000Z;0.773880005;14.06640625;0.000344865
254;2025-08-23 08:34:13.000;2025-08-23T06:34:13.000Z;0.774307251;14.06640625;0.000344865
255;2025-08-23 08:34:14.000;2025-08-23T06:34:14.000Z;0.774307251;14.04833984;0.000344865
256;2025-08-23 08:34:15.000;2025-08-23T06:34:15.000Z;0.774108887;14.04833984;0.000344865
257;2025-08-23 08:34:16.000;2025-08-23T06:34:16.000Z;0.774536133;14.04833984;0.000344865
258;2025-08-23 08:34:17.000;2025-08-23T06:34:17.000Z;0.77432251;14.03076172;0.000344865
259;2025-08-23 08:34:18.000;2025-08-23T06:34:18.000Z;0.77432251;14.03076172;0.000344865
260;2025-08-23 08:34:19.000;2025-08-23T06:34:19.000Z;0.77432251;14.03076172;0.000344865
261;2025-08-23 08:34:20.000;2025-08-23T06:34:20.000Z;0.774536133;14.03076172;0.000344865
262;2025-08-23 08:34:21.000;2025-08-23T06:34:21.000Z;0.774536133;14.03076172;0.000344865
263;2025-08-23 08:34:22.000;2025-08-23T06:34:22.000Z;0.77432251;14.03076172;0.000344865
264;2025-08-23 08:34:23.000;2025-08-23T06:34:23.000Z;0.774749756;14.01318359;0.000355311
265;2025-08-23 08:34:24.000;2025-08-23T06:34:24.000Z;0.774963379;14.01318359;0.000344865
